APP6A;MIL2525C;CoT
SUA-MFA---;SUA-MFA---;a-u-a-m-f-a
SUA-MFL---;SUA-MFL---;a-u-a-m-f-l
SUA-MFK---;SUA-MFK---;a-u-a-m-f-k
SUA-MFC---;SUA-MFC---;a-u-a-m-f-c
SUA-MFCL--;SUA-MFCL--;a-u-a-m-f-c-l
SUA-MFCM--;SUA-MFCM--;a-u-a-m-f-c-m
SUA-MFCH--;SUA-MFCH--;a-u-a-m-f-c-h
SUA-MFJ---;SUA-MFJ---;a-u-a-m-f-j
SUA-MFO---;SUA-MFO---;a-u-a-m-f-o
SUA-MFR---;SUA-MFR---;a-u-a-m-f-r
SUA-MFRW--;SUA-MFRW--;a-u-a-m-f-r-w
SUA-MFRZ--;SUA-MFRZ--;a-u-a-m-f-r-z
SUA-MFRX--;SUA-MFRX--;a-u-a-m-f-r-x
SUA-MFP---;SUA-MFP---;a-u-a-m-f-p
SUA-MFPN--;SUA-MFPN--;a-u-a-m-f-p-n
SUA-MFPM--;SUA-MFPM--;a-u-a-m-f-p-m
SUA-MFU---;SUA-MFU---;a-u-a-m-f-u
SUA-MFUL--;SUA-MFUL--;a-u-a-m-f-u-l
SUA-MFUM--;SUA-MFUM--;a-u-a-m-f-u-m
SUA-MFUH--;SUA-MFUH--;a-u-a-m-f-u-h
SUA-MFY---;SUA-MFY---;a-u-a-m-f-y
SUA-MFH---;SUA-MFH---;a-u-a-m-f-h
SUA-MFD---;SUA-MFD---;a-u-a-m-f-d
SUA-MFQ---;SUA-MFQ---;a-u-a-m-f-q
SUA-MFS---;SUA-MFS---;a-u-a-m-f-s
SUA-MFM---;SUA-MFM---;a-u-a-m-f-m
SUA-MH----;SUA-MH----;a-u-a-m-h
SUA-MHA---;SUA-MHA---;a-u-a-m-h-a
SUA-MHS---;SUA-MHS---;a-u-a-m-h-s
SUA-MHU---;SUA-MHU---;a-u-a-m-h-u
SUA-MHUL--;SUA-MHUL--;a-u-a-m-h-u-l
SUA-MHUM--;SUA-MHUM--;a-u-a-m-h-u-m
SUA-MHUH--;SUA-MHUH--;a-u-a-m-h-u-h
SUA-MHI---;SUA-MHI---;a-u-a-m-h-i
SUA-MHH---;SUA-MHH---;a-u-a-m-h-h
SUA-MHR---;SUA-MHR---;a-u-a-m-h-r
SUA-MHQ---;SUA-MHQ---;a-u-a-m-h-q
SUA-MHC---;SUA-MHC---;a-u-a-m-h-c
SUA-MHCL--;SUA-MHCL--;a-u-a-m-h-c-l
SUA-MHCM--;SUA-MHCM--;a-u-a-m-h-c-m
SUA-MHCH--;SUA-MHCH--;a-u-a-m-h-c-h
SUA-MHT---;SUA-MHT---;a-u-a-m-h-t
SUA-MHO---;SUA-MHO---;a-u-a-m-h-o
SUA-MHM---;SUA-MHM---;a-u-a-m-h-m
SUA-MHD---;SUA-MHD---;a-u-a-m-h-d
SUA-MHK---;SUA-MHK---;a-u-a-m-h-k
SUA-MHJ---;SUA-MHJ---;a-u-a-m-h-j
SUA-ML----;SUA-ML----;a-u-a-m-l
SUA-W-----;SUA-W-----;a-u-a-w
SUA-WM----;SUA-WM----;a-u-a-w-m
SUA-WMS---;SUA-WMS---;a-u-a-w-m-s
SUA-WMSS--;SUA-WMSS--;a-u-a-w-m-s-s
SUA-WMSA--;SUA-WMSA--;a-u-a-w-m-s-a
SUA-WMA---;SUA-WMA---;a-u-a-w-m-a
SUA-WMAS--;SUA-WMAS--;a-u-a-w-m-a-s
SUA-WMAA--;SUA-WMAA--;a-u-a-w-m-a-a
SUA-WMU---;SUA-WMU---;a-u-a-w-m-u
SUA-WML---;SUA-WM----;a-u-a-w-m
SUA-WD----;SUA-WD----;a-u-a-w-d
SUA-C-----;SUA-C-----;a-u-a-c
SUA-CF----;SUA-CF----;a-u-a-c-f
SUA-CH----;SUA-CH----;a-u-a-c-h
SUA-CL----;SUA-CL----;a-u-a-c-l
SUG-------;SUG--------;a-u-g
SUG-U-----;SUG-U-----;a-u-g-u
SUG-UC----;SUG-UC----;a-u-g-u-c
SUG-UCD---;SUG-UCD---;a-u-g-u-c-d
SUG-UCDS--;SUG-UCDS--;a-u-g-u-c-d-s
SUG-UCDSC-;SUG-UCDSC-;a-u-g-p-u-c-d-s-c
SUG-UCDSS-;SUG-UCDSS-;a-u-g-p-u-c-d-s-s
SUG-UCDSV-;SUG-UCDSV-;a-u-g-p-u-c-d-s-v
SUG-UCDM--;SUG-UCDM--;a-u-g-u-c-d-m
SUG-UCDML-;SUG-UCDML-;a-u-g-u-c-d-m-l
SUG-UCDMLA;SUG-UCDMLA;a-u-g-u-c-d-m-l-a
SUG-UCDMM-;SUG-UCDMM-;a-u-g-u-c-d-m-m
SUG-UCDMH-;SUG-UCDMH-;a-u-g-u-c-d-m-h
SUG-UCDH--;SUG-UCDH--;a-u-g-u-c-d-h
SUG-UCDHH-;SUG-UCDHH-;a-u-g-p-u-c-d-s
SUG-UCDHP-;SUG-UCDHP-;a-u-g-p-u-c-d-s
SUG-UCDG--;SUG-UCDG--;a-u-g-u-c-d-g
SUG-UCDC--;SUG-UCDC--;a-u-g-u-c-d-c
SUG-UCDT--;SUG-UCDT--;a-u-g-u-c-d-t
SUG-UCDO--;SUG-UCDO--;a-u-g-u-c-d-o
SUG-UCA---;SUG-UCA---;a-u-g-u-c-a
SUG-UCAT--;SUG-UCAT--;a-u-g-u-c-a-t
SUG-UCATA-;SUG-UCATA-;a-u-g-u-c-a-t-a
SUG-UCATW-;SUG-UCATW-;a-u-g-u-c-a-t-w
SUG-UCATWR;SUG-UCATWR;a-u-g-u-c-a-t-w-r
SUG-UCATL-;SUG-UCATL-;a-u-g-u-c-a-t-l
SUG-UCATM-;SUG-UCATM-;a-u-g-u-c-a-t-m
SUG-UCATH-;SUG-UCATH-;a-u-g-u-c-a-t-h
SUG-UCATR-;SUG-UCATR-;a-u-g-u-c-a-t-r
SUG-UCAW--;SUG-UCAW--;a-u-g-u-c-a-w
SUG-UCAWS-;SUG-UCAWS-;a-u-g-u-c-a-w-s
SUG-UCAWA-;SUG-UCAWA-;a-u-g-u-c-a-w-a
SUG-UCAWW-;SUG-UCAWW-;a-u-g-u-c-a-w-w
SUG-UCAWWR;SUG-UCAWWR;a-u-g-u-c-a-w-w-r
SUG-UCAWL-;SUG-UCAWL-;a-u-g-u-c-a-w-l
SUG-UCAWM-;SUG-UCAWM-;a-u-g-u-c-a-w-m
SUG-UCAWH-;SUG-UCAWH-;a-u-g-u-c-a-w-h
SUG-UCAWR-;SUG-UCAWR-;a-u-g-u-c-a-w-r
SUG-UCAA--;SUG-UCAA--;a-u-g-u-c-a-a
SUG-UCAAD-;SUG-UCAAD-;a-u-g-u-c-a-a-d
SUG-UCAAL-;SUG-UCAAL-;a-u-g-u-c-a-a-l
SUG-UCAAM-;SUG-UCAAM-;a-u-g-u-c-a-a-m
SUG-UCAAS-;SUG-UCAAS-;a-u-g-u-c-a-a-s
SUG-UCAAU-;SUG-UCAAU-;a-u-g-u-c-a-a-u
SUG-UCAAC-;SUG-UCAAC-;a-u-g-u-c-a-a-c
SUG-UCAAA-;SUG-UCAAA-;a-u-g-u-c-a-a-a
SUG-UCAAAT;SUG-UCAAAT;a-u-g-u-c-a-a-a-t
SUG-UCAAAW;SUG-UCAAAW;a-u-g-u-c-a-a-a-w
SUG-UCAAAS;SUG-UCAAAS;a-u-g-u-c-a-a-a-s
SUG-UCAAO-;SUG-UCAAO-;a-u-g-u-c-a-a-o
SUG-UCAAOS;SUG-UCAAOS;a-u-g-u-c-a-a-o-s
SUG-UCV---;SUG-UCV---;a-u-g-u-c-v
SUG-UCVF--;SUG-UCVF--;a-u-g-u-c-v-f
SUG-UCVFU-;SUG-UCVFU-;a-u-g-u-c-v-f-u
SUG-UCVFA-;SUG-UCVFA-;a-u-g-u-c-v-f-a
SUG-UCVFR-;SUG-UCVFR-;a-u-g-u-c-v-f-r
SUG-UCVR--;SUG-UCVR--;a-u-g-u-c-v-r
SUG-UCVRA-;SUG-UCVRA-;a-u-g-u-c-v-r-a
SUG-UCVRS-;SUG-UCVRS-;a-u-g-u-c-v-r-s
SUG-UCVRW-;SUG-UCVRW-;a-u-g-u-c-v-r-w
SUG-UCVRU-;SUG-UCVRU-;a-u-g-u-c-v-r-u
SUG-UCVRUL;SUG-UCVRUL;a-u-g-u-c-v-r-u-l
SUG-UCVRUM;SUG-UCVRUM;a-u-g-u-c-v-r-u-m
SUG-UCVRUH;SUG-UCVRUH;a-u-g-u-c-v-r-u-h
SUG-UCVRUC;SUG-UCVRUC;a-u-g-u-c-v-r-u-c
SUG-UCVRUE;SUG-UCVRUE;a-u-g-u-c-v-r-u-e
SUG-UCVRM-;SUG-UCVRM-;a-u-g-u-c-v-r-m
SUG-UCVS--;SUG-UCVS--;a-u-g-u-c-v-s
SUG-UCVC--;SUG-UCVC--;a-u-g-u-c-v-c
SUG-UCVV--;SUG-UCVV--;a-u-g-u-c-v-v
SUG-UCVU--;SUG-UCVU--;a-u-g-u-c-v-u
SUG-UCVUF-;SUG-UCVUF-;a-u-g-u-c-v-u-f
SUG-UCVUR-;SUG-UCVUR-;a-u-g-u-c-v-u-r
SUG-UCI---;SUG-UCI---;a-u-g-u-c-i
SUG-UCIL--;SUG-UCIL--;a-u-g-u-c-i-l
SUG-UCIM--;SUG-UCIM--;a-u-g-u-c-i-m
SUG-UCIO--;SUG-UCIO--;a-u-g-u-c-i-o
SUG-UCIA--;SUG-UCIA--;a-u-g-u-c-i-a
SUG-UCIS--;SUG-UCIS--;a-u-g-u-c-i-s
SUG-UCIZ--;SUG-UCIZ--;a-u-g-u-c-i-z
SUG-UCIN--;SUG-UCIN--;a-u-g-u-c-i-n
SUG-UCII--;SUG-UCII--;a-u-g-u-c-i-i
SUG-UCIC--;SUG-UCIC--;a-u-g-u-c-i-c
SUG-UCE---;SUG-UCE---;a-u-g-u-c-e
SUG-UCEC--;SUG-UCEC--;a-u-g-u-c-e-c
SUG-UCECS-;SUG-UCECS-;a-u-g-u-c-e-c-s
SUG-UCECA-;SUG-UCECA-;a-u-g-u-c-e-c-a
SUG-UCECC-;SUG-UCECC-;a-u-g-u-c-e-c-c
SUG-UCECL-;SUG-UCECL-;a-u-g-u-c-e-c-l
SUG-UCECM-;SUG-UCECM-;a-u-g-u-c-e-c-m
SUG-UCECH-;SUG-UCECH-;a-u-g-u-c-e-c-h
SUG-UCECT-;SUG-UCECT-;a-u-g-u-c-e-c-t
SUG-UCECW-;SUG-UCECW-;a-u-g-u-c-e-c-w
SUG-UCECO-;SUG-UCECO-;a-u-g-u-c-e-c-o
SUG-UCECR-;SUG-UCECR-;a-u-g-u-c-e-c-r
SUG-UCEN--;SUG-UCEN--;a-u-g-u-c-e-n
SUG-UCENN-;SUG-UCENN-;a-u-g-u-c-e-n-n
SUG-UCF---;SUG-UCF---;a-u-g-u-c-f
SUG-UCFH--;SUG-UCFH--;a-u-g-u-c-f-h
SUG-UCFHE-;SUG-UCFHE-;a-u-g-u-c-f-h-e
SUG-UCFHS-;SUG-UCFHS-;a-u-g-u-c-f-h-s
SUG-UCFHA-;SUG-UCFHA-;a-u-g-u-c-f-h-a
SUG-UCFHC-;SUG-UCFHC-;a-u-g-u-c-f-h-c
SUG-UCFHO-;SUG-UCFHO-;a-u-g-u-c-f-h-o
SUG-UCFHL-;SUG-UCFHL-;a-u-g-u-c-f-h-l
SUG-UCFHM-;SUG-UCFHM-;a-u-g-u-c-f-h-m
SUG-UCFHH-;SUG-UCFHH-;a-u-g-u-c-f-h-h
SUG-UCFHX-;SUG-UCFHX-;a-u-g-u-c-f-h-x
SUG-UCFR--;SUG-UCFR--;a-u-g-u-c-f-r
SUG-UCFRS-;SUG-UCFRS-;a-u-g-u-c-f-r-s
SUG-UCFRSS;SUG-UCFRSS;a-u-g-u-c-f-r-s-s
SUG-UCFRSR;SUG-UCFRSR;a-u-g-u-c-f-r-s-r
SUG-UCFRST;SUG-UCFRST;a-u-g-u-c-f-r-s-t
SUG-UCFRM-;SUG-UCFRM-;a-u-g-u-c-f-r-m
SUG-UCFRMS;SUG-UCFRMS;a-u-g-u-c-f-r-m-s
SUG-UCFRMR;SUG-UCFRMR;a-u-g-u-c-f-r-m-r
SUG-UCFRMT;SUG-UCFRMT;a-u-g-u-c-f-r-m-t
SUG-UCFT--;SUG-UCFT--;a-u-g-u-c-f-t
SUG-UCFTR-;SUG-UCFTR-;a-u-g-u-c-f-t-r
SUG-UCFTS-;SUG-UCFTS-;a-u-g-u-c-f-t-s
SUG-UCFTF-;SUG-UCFTF-;a-u-g-u-c-f-t-f
SUG-UCFTC-;SUG-UCFTC-;a-u-g-u-c-f-t-c
SUG-UCFTCD;SUG-UCFTCD;a-u-g-u-c-f-t-c-d
SUG-UCFTCM;SUG-UCFTCM;a-u-g-u-c-f-t-c-m
SUG-UCFTA-;SUG-UCFTA-;a-u-g-u-c-f-t-a
SUG-UCFM--;SUG-UCFM--;a-u-g-u-c-f-m
SUG-UCFMS-;SUG-UCFMS-;a-u-g-u-c-f-m-s
SUG-UCFMSW;SUG-UCFMW-;a-u-g-u-c-f-m-w
SUG-UCFMT-;SUG-UCFMT-;a-u-g-u-c-f-m-t
SUG-UCFMTA;SUG-UCFMTA;a-u-g-u-c-f-m-t-a
SUG-UCFMTS;SUG-UCFMTS;a-u-g-u-c-f-m-t-s
SUG-UCFMTC;SUG-UCFMTC;a-u-g-u-c-f-m-t-c
SUG-UCFMTO;SUG-UCFMTO;a-u-g-u-c-f-m-t-o
SUG-UCFML-;SUG-UCFML-;a-u-g-u-c-f-m-l
SUG-UCFS--;SUG-UCFS--;a-u-g-u-c-f-s
SUG-UCFSS-;SUG-UCFSS-;a-u-g-u-c-f-s-s
SUG-UCFSA-;SUG-UCFSA-;a-u-g-u-c-f-s-a
SUG-UCFSL-;SUG-UCFSL-;a-u-g-u-c-f-s-l
SUG-UCFSO-;SUG-UCFSO-;a-u-g-u-c-f-s-o
SUG-UCFO--;SUG-UCFO--;a-u-g-u-c-f-o
SUG-UCFOS-;SUG-UCFOS-;a-u-g-u-c-f-o-s
SUG-UCFOA-;SUG-UCFOA-;a-u-g-u-c-f-o-a
SUG-UCFOL-;SUG-UCFOL-;a-u-g-u-c-f-o-l
SUG-UCFOO-;SUG-UCFOO-;a-u-g-u-c-f-o-o
SUG-UCR---;SUG-UCR---;a-u-g-u-c-r
SUG-UCRH--;SUG-UCRH--;a-u-g-u-c-r-h
SUG-UCRV--;SUG-UCRV--;a-u-g-u-c-r-v
SUG-UCRVA-;SUG-UCRVA-;a-u-g-u-c-r-v-a
SUG-UCRVM-;SUG-UCRVM-;a-u-g-u-c-r-v-m
SUG-UCRVG-;SUG-UCRVG-;a-u-g-u-c-r-v-g
SUG-UCRVO-;SUG-UCRVO-;a-u-g-u-c-r-v-o
SUG-UCRC--;SUG-UCRC--;a-u-g-u-c-r-c
SUG-UCRS--;SUG-UCRS--;a-u-g-u-c-r-s
SUG-UCRA--;SUG-UCRA--;a-u-g-u-c-r-a
SUG-UCRO--;SUG-UCRO--;a-u-g-u-c-r-o
SUG-UCRL--;SUG-UCRL--;a-u-g-u-c-r-l
SUG-UCRR--;SUG-UCRR--;a-u-g-u-c-r-r
SUG-UCRRD-;SUG-UCRRD-;a-u-g-u-c-r-r-d
SUG-UCRRF-;SUG-UCRRF-;a-u-g-u-c-r-r-f
SUG-UCRRL-;SUG-UCRRL-;a-u-g-u-c-r-r-l
SUG-UCRX--;SUG-UCRX--;a-u-g-u-c-r-x
SUG-UCM---;SUG-UCM---;a-u-g-u-c-m
SUG-UCMT--;SUG-UCMT--;a-u-g-u-c-m-t
SUG-UCMS--;SUG-UCMS--;a-u-g-u-c-m-s
SUG-UCS---;SUG-UCS---;a-u-g-u-c-s
SUG-UCSW--;SUG-UCSW--;a-u-g-u-c-s-w
SUG-UCSG--;SUG-UCSG--;a-u-g-u-c-s-g
SUG-UCSGD-;SUG-UCSGD-;a-u-g-u-c-s-g-d
SUG-UCSGM-;SUG-UCSGM-;a-u-g-u-c-s-g-m
SUG-UCSGA-;SUG-UCSGA-;a-u-g-u-c-s-g-a
SUG-UCSM--;SUG-UCSM--;a-u-g-u-c-s-m
SUG-UCSR--;SUG-UCSR--;a-u-g-u-c-s-r
SUG-UCSA--;SUG-UCSA--;a-u-g-u-c-s-a
SUG-UU----;SUG-UU----;a-u-g-u-u
SUG-UUA---;SUG-UUA---;a-u-g-u-u-a
SUG-UUAC--;SUG-UUAC--;a-u-g-u-u-a-c
SUG-UUACC-;SUG-UUACC-;a-u-g-u-u-a-c-c
SUG-UUACCK;SUG-UUACCK;a-u-g-u-u-a-c-c-k
SUG-UUACCM;SUG-UUACCM;a-u-g-u-u-a-c-c-m
SUG-UUACS-;SUG-UUACS-;a-u-g-u-u-a-c-s
SUG-UUACSM;SUG-UUACSM;a-u-g-u-u-a-c-s-m
SUG-UUACSA;SUG-UUACSA;a-u-g-u-u-a-c-s-a
SUG-UUACR-;SUG-UUACR-;a-u-g-u-u-a-c-r
SUG-UUACRW;SUG-UUACRW;a-u-g-u-u-a-c-r-w
SUG-UUACRS;SUG-UUACRS;a-u-g-u-u-a-c-r-s
SUG-UUAN--;SUG-UUAN--;a-u-g-u-u-a-n
SUG-UUAB--;SUG-UUAB--;a-u-g-u-u-a-b
SUG-UUABR-;SUG-UUABR-;a-u-g-u-u-a-b-r
SUG-UUAD--;SUG-UUAD--;a-u-g-u-u-a-d
SUG-UUM---;SUG-UUM---;a-u-g-u-u-m
SUG-UUMA--;SUG-UUMA--;a-u-g-u-u-m-a
SUG-UUMS--;SUG-UUMS--;a-u-g-u-u-m-s
SUG-UUMSE-;SUG-UUMSE-;a-u-g-u-u-m-s-e
SUG-UUMSEA;SUG-UUMSEA;a-u-g-u-u-m-s-e-a
SUG-UUMSED;SUG-UUMSED;a-u-g-u-u-m-s-e-d
SUG-UUMSEI;SUG-UUMSEI;a-u-g-u-u-m-s-e-i
SUG-UUMSEJ;SUG-UUMSEJ;a-u-g-u-u-m-s-e-j
SUG-UUMSET;SUG-UUMSET;a-u-g-u-u-m-s-e-t
SUG-UUMSEC;SUG-UUMSEC;a-u-g-u-u-m-s-e-c
SUG-UUMC--;SUG-UUMC--;a-u-g-u-u-m-c
SUG-UUMR--;SUG-UUMR--;a-u-g-u-u-m-r
SUG-UUMRG-;SUG-UUMRG-;a-u-g-u-u-m-r-g
SUG-UUMRS-;SUG-UUMRS-;a-u-g-u-u-m-r-s
SUG-UUMRSS;SUG-UUMRSS;a-u-g-u-u-m-r-s-s
SUG-UUMRX-;SUG-UUMRX-;a-u-g-u-u-m-r-x
SUG-UUMMO-;SUG-UUMMO-;a-u-g-u-u-m-m-o
SUG-UUMO--;SUG-UUMO--;a-u-g-u-u-m-o
SUG-UUMT--;SUG-UUMT--;a-u-g-u-u-m-t
SUG-UUMQ--;SUG-UUMQ--;a-u-g-u-u-m-q
SUG-UUMJ--;SUG-UUMJ--;a-u-g-u-u-m-j
SUG-UUL---;SUG-UUL---;a-u-g-u-u-l
SUG-UULS--;SUG-UULS--;a-u-g-u-u-l-s
SUG-UULM--;SUG-UULM--;a-u-g-u-u-l-m
SUG-UULC--;SUG-UULC--;a-u-g-u-u-l-c
SUG-UULF--;SUG-UULF--;a-u-g-u-u-l-f
SUG-UULD--;SUG-UULD--;a-u-g-u-u-l-d
SUG-UUS---;SUG-UUS---;a-u-g-u-u-s
SUG-UUSA--;SUG-UUSA--;a-u-g-u-u-s-a
SUG-UUSC--;SUG-UUSC--;a-u-g-u-u-s-c
SUG-UUSCL-;SUG-UUSCL-;a-u-g-u-u-s-c-l
SUG-UUSO--;SUG-UUSO--;a-u-g-u-u-s-o
SUG-UUSF--;SUG-UUSF--;a-u-g-u-u-s-f
SUG-UUSM--;SUG-UUSM--;a-u-g-u-u-s-m
SUG-UUSMS-;SUG-UUSMS-;a-u-g-u-u-s-m-s
SUG-UUSML-;SUG-UUSML-;a-u-g-u-u-s-m-l
SUG-UUSMN-;SUG-UUSMN-;a-u-g-u-u-s-m-n
SUG-UUSR--;SUG-UUSR--;a-u-g-u-u-s-r
SUG-UUSRS-;SUG-UUSRS-;a-u-g-u-u-s-r-s
SUG-UUSRT-;SUG-UUSRT-;a-u-g-u-u-s-r-t
SUG-UUSRW-;SUG-UUSRW-;a-u-g-u-u-s-r-w
SUG-UUSS--;SUG-UUSS--;a-u-g-u-u-s-s
SUG-UUSW--;SUG-UUSW--;a-u-g-u-u-s-w
SUG-UUSX--;SUG-UUSX--;a-u-g-u-u-s-x
SUG-UUI---;SUG-UUI---;a-u-g-u-u-i
SUG-UUX---;SUG-UU----;a-u-g-u-u
SUG-UUE---;SUG-UUE---;a-u-g-u-u-e
SUG-US----;SUG-US----;a-u-g-u-s
SUG-USA---;SUG-USA---;a-u-g-u-s-a
SUG-USAT--;SUG-USAT--;a-u-g-u-s-a-t
SUG-USAC--;SUG-USAC--;a-u-g-u-s-a-c
SUG-USAJ--;SUG-USAJ--;a-u-g-u-s-a-j
SUG-USAJT-;SUG-USAJT-;a-u-g-u-s-a-j-t
SUG-USAJC-;SUG-USAJC-;a-u-g-u-s-a-j-c
SUG-USAO--;SUG-USAO--;a-u-g-u-s-a-o
SUG-USAOT-;SUG-USAOT-;a-u-g-u-s-a-o-t
SUG-USAOC-;SUG-USAOC-;a-u-g-u-s-a-o-c
SUG-USAF--;SUG-USAF--;a-u-g-u-s-a-f
SUG-USAFT-;SUG-USAFT-;a-u-g-u-s-a-f-t
SUG-USAFC-;SUG-USAFC-;a-u-g-u-s-a-f-c
SUG-USAS--;SUG-USAS--;a-u-g-u-s-a-s
SUG-USAST-;SUG-USAST-;a-u-g-u-s-a-s-t
SUG-USASC-;SUG-USASC-;a-u-g-u-s-a-s-c
SUG-USAM--;SUG-USAM--;a-u-g-u-s-a-m
SUG-USAMT-;SUG-USAMT-;a-u-g-u-s-a-m-t
SUG-USAMC-;SUG-USAMC-;a-u-g-u-s-a-m-c
SUG-USAR--;SUG-USAR--;a-u-g-u-s-a-r
SUG-USART-;SUG-USART-;a-u-g-u-s-a-r-t
SUG-USARC-;SUG-USARC-;a-u-g-u-s-a-r-c
SUG-USAP--;SUG-USAP--;a-u-g-u-s-a-p
SUG-USAPT-;SUG-USAPT-;a-u-g-u-s-a-p-t
SUG-USAPC-;SUG-USAPC-;a-u-g-u-s-a-p-c
SUG-USAPB-;SUG-USAPB-;a-u-g-u-s-a-p-b
SUG-USAPBT;SUG-USAPBT;a-u-g-u-s-a-p-b-t
SUG-USAPBC;SUG-USAPBC;a-u-g-u-s-a-p-b-c
SUG-USAPM-;SUG-USAPM-;a-u-g-u-s-a-p-m
SUG-USAPMT;SUG-USAPMT;a-u-g-u-s-a-p-m-t
SUG-USAPMC;SUG-USAPMC;a-u-g-u-s-a-p-m-c
SUG-USAX--;SUG-USAX--;a-u-g-u-s-a-x
SUG-USAXT-;SUG-USAXT-;a-u-g-u-s-a-x-t
SUG-USAXC-;SUG-USAXC-;a-u-g-u-s-a-x-c
SUG-USAL--;SUG-USAL--;a-u-g-u-s-a-l
SUG-USALT-;SUG-USALT-;a-u-g-u-s-a-l-t
SUG-USALC-;SUG-USALC-;a-u-g-u-s-a-l-c
SUG-USAW--;SUG-USAW--;a-u-g-u-s-a-w
SUG-USAWT-;SUG-USAWT-;a-u-g-u-s-a-w-t
SUG-USAWC-;SUG-USAWC-;a-u-g-u-s-a-w-c
SUG-USAQ--;SUG-USAQ--;a-u-g-u-s-a-q
SUG-USAQT-;SUG-USAQT-;a-u-g-u-s-a-q-t
SUG-USAQC-;SUG-USAQC-;a-u-g-u-s-a-q-c
SUG-USM---;SUG-USM---;a-u-g-u-s-m
SUG-USMT--;SUG-USMT--;a-u-g-u-s-m-t
SUG-USMC--;SUG-USMC--;a-u-g-u-s-m-c
SUG-USMM--;SUG-USMM--;a-u-g-u-s-m-m
SUG-USMMT-;SUG-USMMT-;a-u-g-u-s-m-m-t
SUG-USMMC-;SUG-USMMC-;a-u-g-u-s-m-m-c
SUG-USMV--;SUG-USMV--;a-u-g-u-s-m-v
SUG-USMVT-;SUG-USMVT-;a-u-g-u-s-m-v-t
SUG-USMVC-;SUG-USMVC-;a-u-g-u-s-m-v-c
SUG-USMD--;SUG-USMD--;a-u-g-u-s-m-d
SUG-USMDT-;SUG-USMDT-;a-u-g-u-s-m-d-t
SUG-USMDC-;SUG-USMDC-;a-u-g-u-s-m-d-c
SUG-USMP--;SUG-USMP--;a-u-g-u-s-m-p
SUG-USMPT-;SUG-USMPT-;a-u-g-u-s-m-p-t
SUG-USMPC-;SUG-USMPC-;a-u-g-u-s-m-p-c
SUG-USS---;SUG-USS---;a-u-g-u-s-s
SUG-USST--;SUG-USST--;a-u-g-u-s-s-t
SUG-USSC--;SUG-USSC--;a-u-g-u-s-s-c
SUG-USS1--;SUG-USS1--;a-u-g-u-s-s-1
SUG-USS1T-;SUG-USS1T-;a-u-g-u-s-s-1-t
SUG-USS1C-;SUG-USS1C-;a-u-g-u-s-s-1-c
SUG-USS2--;SUG-USS2--;a-u-g-u-s-s-2
SUG-USS2T-;SUG-USS2T-;a-u-g-u-s-s-2-t
SUG-USS2C-;SUG-USS2C-;a-u-g-u-s-s-2-c
SUG-USS3--;SUG-USS3--;a-u-g-u-s-s-3
SUG-USS3T-;SUG-USS3T-;a-u-g-u-s-s-3-t
SUG-USS3C-;SUG-USS3C-;a-u-g-u-s-s-3-c
SUG-USS3A-;SUG-USS3A-;a-u-g-u-s-s-3-a
SUG-USS3AT;SUG-USS3AT;a-u-g-u-s-s-3-a-t
SUG-USS3AC;SUG-USS3AC;a-u-g-u-s-s-3-a-c
SUG-USS4--;SUG-USS4--;a-u-g-u-s-s-4
SUG-USS4T-;SUG-USS4T-;a-u-g-u-s-s-4-t
SUG-USS4C-;SUG-USS4C-;a-u-g-u-s-s-4-c
SUG-USS5--;SUG-USS5--;a-u-g-u-s-s-5
SUG-USS5T-;SUG-USS5T-;a-u-g-u-s-s-5-t
SUG-USS5C-;SUG-USS5C-;a-u-g-u-s-s-5-c
SUG-USS6--;SUG-USS6--;a-u-g-u-s-s-6
SUG-USS6T-;SUG-USS6T-;a-u-g-u-s-s-6-t
SUG-USS6C-;SUG-USS6C-;a-u-g-u-s-s-6-c
SUG-USS7--;SUG-USS7--;a-u-g-u-s-s-7
SUG-USS7T-;SUG-USS7T-;a-u-g-u-s-s-7-t
SUG-USS7C-;SUG-USS7C-;a-u-g-u-s-s-7-c
SUG-USS8--;SUG-USS8--;a-u-g-u-s-s-8
SUG-USS8T-;SUG-USS8T-;a-u-g-u-s-s-8-t
SUG-USS8C-;SUG-USS8C-;a-u-g-u-s-s-8-c
SUG-USS9--;SUG-USS9--;a-u-g-u-s-s-9
SUG-USS9T-;SUG-USS9T-;a-u-g-u-s-s-9-t
SUG-USS9C-;SUG-USS9C-;a-u-g-u-s-s-9-c
SUG-USSX--;SUG-USSX--;a-u-g-u-s-s-x
SUG-USSXT-;SUG-USSXT-;a-u-g-u-s-s-x-t
SUG-USSXC-;SUG-USSXC-;a-u-g-u-s-s-x-c
SUG-USSL--;SUG-USSL--;a-u-g-u-s-s-l
SUG-USSLT-;SUG-USSLT-;a-u-g-u-s-s-l-t
SUG-USSLC-;SUG-USSLC-;a-u-g-u-s-s-l-c
SUG-USSW--;SUG-USSW--;a-u-g-u-s-s-w
SUG-USSWT-;SUG-USSWT-;a-u-g-u-s-s-w-t
SUG-USSWC-;SUG-USSWC-;a-u-g-u-s-s-w-c
SUG-USSWP-;SUG-USSWP-;a-u-g-u-s-s-w-p
SUG-USSWPT;SUG-USSWPT;a-u-g-u-s-s-w-p-t
SUG-USSWPC;SUG-USSWPC;a-u-g-u-s-s-w-p-c
